Марка;Price USD;Gryvnya;City;Link;Low Title
Mercedes-Benz V-Class 2020;115 331 $;3 083 157 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1829385.html;AMG Style 300d AT (240 л.с.) 4Matic
Mercedes-Benz GLE-Class 2020;77 547 $;2 076 592 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1838855.html;Coupe 350d AT (272 л.с.) 4Matic
Mercedes-Benz GLE-Class 2019;66 772 $;1 784 793 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1833630.html;300d AT (245 л.с.) 4Matic
Mercedes-Benz GLC-Class 2020;59 766 $;1 600 456 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1838203.html;base 220d AT (194 л.с.) 4Matic
Mercedes-Benz GLA-Class 2020;37 740 $;1 010 623 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-gla-class-1838873.html;200d AT (150 л.с.) 4Matic
Mercedes-Benz GLE-Class 2019;64 711 $;1 583 622 грн;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1817280.html;300d AT (245 л.с.) 4Matic
Mercedes-Benz GLA-Class 2019;37 341 $;913 712 грн;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gla-class-1817275.html;GLA 180 AT (122 л.с.)
Mercedes-Benz GLC-Class 2019;58 366 $;1 428 525 грн;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1818797.html;base 200d AT (163 л.с.)
Mercedes-Benz C-Class 2019;77 696 $;2 076 792 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1834149.html;base Mercedes-AMG C63 AT (476 л.с.)
Mercedes-Benz GLE-Class 2019;84 011 $;2 055 715 грн;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1817281.html;450 AT (367 л.с.) 4Matic
Mercedes-Benz C-Class 2019;49 462 $;1 210 301 грн;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1817339.html;base C 200 AT (184 л.с.) 4Matic
Mercedes-Benz GLS-Class 2019;108 976 $;2 666 580 грн;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1817282.html;base 400d AT (330 л.с.) 4Matic
Mercedes-Benz V-Class 2020;108 565 $;2 902 300 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1828699.html;AMG Style 300d AT (240 л.с.) 4Matic
Mercedes-Benz GLS-Class 2019;105 058 $;2 571 345 грн;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1820481.html;base 400d AT (330 л.с.) 4Matic
Mercedes-Benz GLE-Class 2019;84 067 $;2 057 076 грн;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1817279.html;400d AT (330 л.с.) 4Matic
Mercedes-Benz E-Class 2019;58 669 $;1 435 600 грн;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1817277.html;New E 220d (194 л.с.) 4Matic
Mercedes-Benz G-Class 2019;152 899 $;3 741 375 грн;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1817283.html;500 AT (422 л.с.) 4Matic
Mercedes-Benz GLE-Class 2019;69 944 $;1 711 509 грн;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1812260.html;300d AT (245 л.с.) 4Matic
Mercedes-Benz Maybach 2020;346 993 $;9 276 228 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-maybach-1820486.html;GLS 600 AT (558 л.с.) 4Matic
Mercedes-Benz GLE-Class 2019;90 620 $;2 237 290 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1822112.html;450 AT (367 л.с.) 4Matic
Mercedes-Benz Vito пасс. 2020;57 595 $;1 538 885 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-vito-pass-1839722.html;base Tourer 116 CDI AT (163 л.с.) 4Matic Base Long
Mercedes-Benz V-Class 2020;101 261 $;2 706 663 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1836046.html;Individual 300d AT (240 л.с.) 4Matic
Mercedes-Benz G-Class 2020;177 870 $;4 753 408 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1839688.html;350d AT (286 л.с.) 4Matic
Mercedes-Benz V-Class 2019;100 475 $;2 690 570 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1821318.html;AMG Style 300d AT (240 л.с.) 4Matic
Mercedes-Benz V-Class 2020;95 396 $;2 554 573 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1839572.html;Avantgarde 300d AT (240 л.с.) 4Matic
Mercedes-Benz GLA-Class 2019;39 031 $;1 043 986 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gla-class-1815265.html;Individual GLA 200 AT (156 л.с.)
Mercedes-Benz Sprinter пасс. 2019;61 569 $;1 647 538 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-pass-1800711.html;base 2.2 CDi 7G-Tronic Plus (114 л.с.) 2WD
Mercedes-Benz C-Class 2019;52 252 $;1 398 236 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1800459.html;Individual 220d G-Tronic (194 л.с.) 4Matic
Mercedes-Benz GLE-Class 2019;71 027 $;1 738 719 грн;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1836044.html;300d AT (245 л.с.) 4Matic
Mercedes-Benz C-Class 2020;57 679 $;1 544 545 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1839541.html;Individual C 200 АТ (184 л.с.) 4Matic
Mercedes-Benz GLB-Class 2019;52 364 $;1 402 238 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-glb-class-1837664.html;Individual 200d AT (150 л.с.) 4Matic
Mercedes-Benz GLE-Class 2019;70 389 $;1 882 745 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1817812.html;Individual 350d AT (272 л.с.) 4Matic
Mercedes-Benz GLE-Class 2019;92 726 $;2 289 176 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1822114.html;450 AT (367 л.с.) 4Matic
Mercedes-Benz GLE-Class 2019;68 979 $;1 843 799 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1835552.html;300d AT (245 л.с.) 4Matic
Mercedes-Benz GLE-Class 2019;63 757 $;1 704 217 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1835686.html;Individual 300d AT (245 л.с.) 4Matic
Mercedes-Benz Vito пасс. 2020;57 577 $;1 539 025 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-vito-pass-1835976.html;Individual Tourer 116 CDI AT (163 л.с.) 4Matic Base Long
Mercedes-Benz AMG GT 2020;232 355 $;6 217 687 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-amg-gt-1767306.html;base Mercedes-AMG GT4 63s AT (639 л.с.) 4Matic+
Mercedes-Benz V-Class 2020;98 926 $;2 644 270 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1832725.html;Individual 300d AT (240 л.с.) 4Matic
Mercedes-Benz Vito пасс. 2020;39 126 $;1 045 824 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-vito-pass-1833799.html;Individual 110 CDI MT (102 л.с.) Tourer Long
Mercedes-Benz GLE-Class 2019;91 629 $;2 449 218 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1832724.html;350d AT (272 л.с.) 4Matic
Mercedes-Benz V-Class 2018;86 172 $;2 305 487 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1725680.html;VIP Business DIZAYNVIP V 250d AT (190 л.с.) 4Matic
Mercedes-Benz GLE-Class 2019;96 170 $;2 570 587 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1832812.html;400d AT (330 л.с.) 4Matic
Mercedes-Benz GLE-Class 2019;63 786 $;1 705 191 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1828638.html;Individual 300d AT (245 л.с.) 4Matic
Mercedes-Benz GLE-Class 2019;64 524 $;1 724 718 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1833462.html;300d AT (245 л.с.) 4Matic
Mercedes-Benz Sprinter груз. 2020;35 680 $;953 720 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-gruz-1832645.html;base 311 2.2 CDi MT (114 л.с.) 2WD
Mercedes-Benz E-Class 2019;58 042 $;1 551 444 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1836248.html;New E 200 (184 л.с.) 4Matic
Mercedes-Benz C-Class 2019;87 657 $;2 344 451 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1822164.html;base Mercedes-AMG C63s AT (510 л.с.)
Mercedes-Benz C-Class 2019;77 740 $;2 078 232 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1828676.html;base Mercedes-AMG C63 AT (476 л.с.)
Mercedes-Benz Sprinter груз. 2018;33 685 $;900 934 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-gruz-1818753.html;base 316 2.2 CDi MT 2WD 3250mm
Mercedes-Benz V-Class 2020;108 507 $;2 900 348 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1835749.html;Individual 300d AT (240 л.с.) 4Matic
Mercedes-Benz SLC-Class 2018;49 908 $;1 334 019 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-slc-class-1834761.html;Mercedes-AMG SLC 43 AT (367 л.с.)
Mercedes-Benz GLE-Class 2019;62 161 $;1 662 645 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1808382.html;300d AT (245 л.с.) 4Matic
Mercedes-Benz C-Class 2019;77 710 $;2 078 393 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1824622.html;base Mercedes-AMG C63 AT (476 л.с.)
Mercedes-Benz GLC-Class 2019;66 254 $;1 772 016 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1819807.html;base 300 AT (258 л.с.) 4Matic
Mercedes-Benz Vito груз. 2020;29 789 $;796 252 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-vito-gruz-1832870.html;Individual 109 CDI MT (88 л.с.) Long
Mercedes-Benz GLS-Class 2019;122 861 $;3 284 035 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1836714.html;base 350d AT (286 л.с.) 4Matic
Mercedes-Benz V-Class 2020;74 524 $;1 991 222 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1832655.html;Individual V 220d AT (163 л.с.) Long 4Matic
Mercedes-Benz EQV 2020;110 977 $;2 968 371 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-eqv-1814476.html;300 FWD 90kWh
Mercedes-Benz GLE-Class 2019;66 852 $;1 788 909 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1796270.html;300d AT (245 л.с.) 4Matic
Mercedes-Benz Vito пасс. 2019;56 489 $;1 510 955 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-vito-pass-1816267.html;Individual Tourer 116 CDI AT (163 л.с.) 4Matic Base Long
Mercedes-Benz C-Class 2019;77 696 $;2 076 792 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1834746.html;Individual Mercedes-AMG C63 AT (476 л.с.)
Mercedes-Benz E-Class 2019;57 810 $;1 546 158 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1820921.html;Individual New E 220d (194 л.с.) 4Matic
Mercedes-Benz GLE-Class 2020;80 096 $;2 140 938 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1836326.html;350d AT (272 л.с.) 4Matic
Mercedes-Benz GLC-Class 2019;66 419 $;1 777 336 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1800639.html;base 220d AT (194 л.с.) 4Matic
Mercedes-Benz E-Class 2020;96 207 $;2 571 597 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1836247.html;New E 450 G-tronic (367 л.с.) 4Matic
Mercedes-Benz V-Class 2020;107 808 $;2 886 942 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1838690.html;Individual 300d AT (240 л.с.) 4Matic
Mercedes-Benz GLE-Class 2019;69 715 $;1 706 611 грн;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1836043.html;300d AT (245 л.с.) 4Matic
Mercedes-Benz E-Class 2019;61 290 $;1 639 356 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1816515.html;New E 220d (195 л.с.) 4Matic
Mercedes-Benz GLS-Class 2019;118 599 $;3 170 123 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1833583.html;base 400d AT (330 л.с.) 4Matic
Mercedes-Benz Vito пасс. 2020;57 589 $;1 541 034 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-vito-pass-1798459.html;base Tourer 116 CDI AT (163 л.с.) 4Matic Base Long
Mercedes-Benz V-Class 2020;101 261 $;2 706 663 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1833928.html;Individual 300d AT (240 л.с.) 4Matic
Mercedes-Benz GLE-Class 2019;63 766 $;1 705 471 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1820045.html;Individual 300d AT (245 л.с.) 4Matic
Mercedes-Benz Vito пасс. 2019;56 477 $;1 511 285 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-vito-pass-1785998.html;base Tourer 116 CDI AT (163 л.с.) 4Matic Base Long
Mercedes-Benz GLS-Class 2019;92 637 $;2 480 680 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1837790.html;base 350d AT (286 л.с.) 4Matic
Mercedes-Benz V-Class 2020;73 950 $;1 976 666 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1832437.html;Individual V 220d АТ (163 л.с.)
Mercedes-Benz C-Class 2019;77 696 $;2 076 792 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1834755.html;Individual Mercedes-AMG C63 AT (476 л.с.)
Mercedes-Benz SLC-Class 2018;49 908 $;1 334 019 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-slc-class-1834767.html;Individual Mercedes-AMG SLC 43 AT (367 л.с.)
Mercedes-Benz GLB-Class 2019;53 197 $;1 422 117 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-glb-class-1838156.html;200d AT (150 л.с.) 4Matic
Mercedes-Benz G-Class 2020;166 429 $;4 453 530 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1776954.html;350d AT (286 л.с.) 4Matic
Mercedes-Benz GLE-Class 2019;70 504 $;1 885 808 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1814308.html;300d AT (245 л.с.) 4Matic
Mercedes-Benz EQC 2020;91 517 $;2 447 865 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-eqc-1816168.html;base 400 AT (408 л.с.) 80 kWh 4Matic
Mercedes-Benz GLE-Class 2019;96 135 $;2 569 666 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1832726.html;400d AT (330 л.с.) 4Matic
Mercedes-Benz E-Class 2019;57 800 $;1 544 967 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1836839.html;New E 220d (194 л.с.) 4Matic
Mercedes-Benz E-Class 2019;67 041 $;1 742 261 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1785747.html;New E 220d (195 л.с.) 4Matic
Mercedes-Benz Vito пасс. 2020;64 786 $;1 734 875 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-vito-pass-1838972.html;base Tourer 116 CDI AT (163 л.с.) 4Matic Base Long
Mercedes-Benz GLS-Class 2020;118 378 $;2 897 865 грн;Львов;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1836040.html;base 400d AT (330 л.с.) 4Matic
Mercedes-Benz GLE-Class 2019;94 175 $;2 324 856 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1822071.html;450 AT (367 л.с.) 4Matic
Mercedes-Benz C-Class 2019;77 696 $;2 076 792 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1831515.html;base Mercedes-AMG C63 AT (476 л.с.)
Mercedes-Benz GLE-Class 2019;82 201 $;2 198 677 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1813331.html;GLE Coupe 400 AT (333 л.с.) 4Matic
Mercedes-Benz GLE-Class 2019;73 993 $;1 980 000 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1772758.html;300d AT (245 л.с.) 4Matic
Mercedes-Benz EQC 2020;92 831 $;2 484 100 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-eqc-1763411.html;base 400 AT (408 л.с.) 80 kWh 4Matic
Mercedes-Benz GLE-Class 2019;62 246 $;1 663 810 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1835672.html;Individual 300d AT (245 л.с.) 4Matic
Mercedes-Benz GLC-Class 2019;58 630 $;1 567 161 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1833684.html;base 200d AT (163 л.с.) 4Matic
Mercedes-Benz GLE-Class 2019;80 109 $;2 141 560 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1828449.html;Individual 400d AT (330 л.с.) 4Matic
Mercedes-Benz C-Class 2019;50 163 $;1 342 336 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1800463.html;base 220d G-Tronic (194 л.с.) 4Matic
Mercedes-Benz V-Class 2020;73 950 $;1 976 666 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1831953.html;Individual V 220d АТ (163 л.с.)
Mercedes-Benz GLS-Class 2020;123 406 $;3 304 636 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1838518.html;base 400d AT (330 л.с.) 4Matic
Mercedes-Benz GLA-Class 2019;38 014 $;1 016 113 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gla-class-1836093.html;Individual GLA 200 AT (156 л.с.)
Mercedes-Benz GLC-Class 2019;77 828 $;2 080 581 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1824880.html;base 300 AT (258 л.с.) 4Matic
Mercedes-Benz GLE-Class 2019;64 658 $;1 727 591 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1836727.html;300d AT (245 л.с.) 4Matic
Mercedes-Benz C-Class 2019;77 707 $;2 076 645 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1832346.html;base Mercedes-AMG C63 AT (476 л.с.)
Mercedes-Benz Vito пасс. 2020;63 770 $;1 704 544 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-vito-pass-1833774.html;Individual 119 CDI AT (190 л.с.) Tourer Long 4Matic
Mercedes-Benz GLE-Class 2019;81 310 $;2 173 382 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1835694.html;450 AT (367 л.с.) 4Matic
Mercedes-Benz V-Class 2020;76 826 $;2 055 823 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1800822.html;VKL V 220d AT (163 л.с.) Long
Mercedes-Benz A-Class 2018;45 718 $;1 114 695 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-a-class-1740767.html;base 200 AT (163 л.с.)
Mercedes-Benz GLE-Class 2019;93 346 $;2 495 121 грн;Харьков;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1836969.html;Individual 400d AT (330 л.с.) 4Matic
Mercedes-Benz Sprinter груз. 2019;53 253 $;1 425 011 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-gruz-1799787.html;base Long 516 2.2 CDi MT 2WD
Mercedes-Benz Sprinter груз. 2020;35 791 $;956 691 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-gruz-1836509.html;base 311 2.2 CDi MT (114 л.с.) 2WD
Mercedes-Benz Sprinter груз. 2020;55 717 $;1 488 676 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-gruz-1839686.html;314 2.2 CDi 9G-Tronic (143 л.с.) 2WD
Mercedes-Benz Actros 2019;87 494 $;2 337 600 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-actros-1838561.html;Individual 1844 LS Megaspace AT (435 л.с.) 4X2
Mercedes-Benz Sprinter груз. 2020;35 791 $;956 691 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-gruz-1832663.html;Individual Long 311 2.2 CDi MT 2WD 4325mm
Mercedes-Benz Actros 2019;124 414 $;3 325 541 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-actros-1835728.html;Individual 1845 LS BigSpace AT (449 л.с.) 4X2
Mercedes-Benz Sprinter груз. 2020;46 589 $;1 245 303 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-gruz-1832695.html;314 2.2 CDi 9G-Tronic (143 л.с.) 2WD
Mercedes-Benz Arocs 2018;95 000 $;2 539 331 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-arocs-1833970.html;2042 АS AT (421 л.с.) 4х4
Mercedes-Benz Sprinter груз. 2019;41 406 $;1 106 904 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-gruz-1824988.html;base 2.2 CDi 7G-Tronic Plus (163 л.с.) 2WD
Mercedes-Benz Actros 2019;83 176 $;2 223 267 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-actros-1832711.html;L 1841 LS AT (408 л.с.) 4X2
Mercedes-Benz Actros 2018;96 494 $;2 583 958 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-actros-1838570.html;Individual 1845 LS BigSpace AT (449 л.с.) 4X2
Mercedes-Benz Sprinter груз. 2019;58 613 $;1 567 764 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-gruz-1809118.html;base Long 319 2.2 CDi MT 2WD 4325mm
Mercedes-Benz Actros 2020;116 777 $;3 121 427 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-actros-1836268.html;Individual 1845 LS BigSpace AT (449 л.с.) 4X2
Mercedes-Benz Sprinter груз. 2020;55 700 $;1 491 552 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-gruz-1838617.html;base 314 2.2 CDi MT 2WD
Mercedes-Benz Sprinter груз. 2019;41 400 $;1 107 339 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-gruz-1815647.html;base Long 316 2.2 CDi MT 2WD 4325mm
Mercedes-Benz Actros 2019;82 399 $;2 203 971 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-actros-1817838.html;1841 LS AT (408 л.с.) 4X2
Mercedes-Benz Sprinter груз. 2019;71 597 $;1 915 881 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-gruz-1790952.html;Individual 3.0 CDi 7G-Tronic Plus (190 л.с.) 2WD
Mercedes-Benz Sprinter пасс. 2020;108 953 $;2 917 607 грн;Одесса;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-pass-1838556.html;Individual 2.2 CDi MT (163 л.с.) 2WD
Mercedes-Benz GLE-Class 2019;69 539 $;1 861 490 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1611197.html;450 AT (367 л.с.) 4Matic
Mercedes-Benz S-Class 2019;114 200 $;3 055 358 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1761040.html;S 560 AT (469 л.с.) 4Matic
Mercedes-Benz Sprinter пасс. 2018;42 338 $;1 131 688 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-pass-1836013.html;316 CDI MT (163 л.с.) Standart
Mercedes-Benz Maybach 2019;166 835 $;4 462 429 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-maybach-1811394.html;S 560 AT (469 л.с.) 4Matic
Mercedes-Benz S-Class 2019;93 813 $;2 509 899 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1760832.html;S 350d AT (286 л.с.) 4Matc Long
Mercedes-Benz G-Class 2019;130 648 $;3 496 070 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1801802.html;STT 400d AT (340 л.с.) 4Matic
Mercedes-Benz GLE-Class 2019;74 245 $;1 984 552 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1831162.html;Coupe 350d AT (272 л.с.) 4Matic
Mercedes-Benz V-Class 2019;54 687 $;1 463 394 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1789279.html;VKL V 250d AT (190 л.с.) Long
Mercedes-Benz E-Class 2019;48 887 $;1 308 669 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1611680.html;New E 220d (194 л.с.) 4Matic
Mercedes-Benz V-Class 2019;62 373 $;1 669 056 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1789281.html;AVG V 250d AT (190 л.с.) Long
Mercedes-Benz C-Class 2019;50 698 $;1 356 643 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1785516.html;base 300 G-Tronic (258 л.с.) 4Matic
Mercedes-Benz GLA-Class 2019;36 138 $;967 376 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gla-class-1549711.html;GLA 220 AT (184 л.с.) 4Matic
Mercedes-Benz E-Class 2019;43 857 $;1 174 025 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1648456.html;200d AT (160 л.с.)
Mercedes-Benz GLB-Class 2020;41 067 $;1 097 710 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glb-class-1834643.html;200d AT (150 л.с.) 4Matic
Mercedes-Benz S-Class 2019;95 667 $;2 559 519 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1761029.html;S 400d AT (340 л.с.) 4Matic
Mercedes-Benz AMG GT 2019;111 215 $;2 974 733 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-amg-gt-1811380.html;base Mercedes-AMG GT4 43 AT (367 л.с.)
Mercedes-Benz Sprinter пасс. 2018;40 882 $;1 092 767 грн;Киев;https://auto.ria.com/newauto/auto-mercedes-benz-sprinter-pass-1836011.html;316 CDI MT (163 л.с.) Standart
Mercedes-Benz GLC-Class 2019;51 078 $;1 365 472 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glc-class-1826353.html;base 200 AT (197 л.с.)
Mercedes-Benz GLB-Class 2020;43 973 $;1 175 372 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glb-class-1834645.html;220d AT (190 л.с.) 4Matic
Mercedes-Benz GLB-Class 2020;39 011 $;1 042 763 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-glb-class-1834642.html;200d AT (150 л.с.)
Mercedes-Benz GLA-Class 2019;28 677 $;767 670 грн;Луцк;https://auto.ria.com/newauto/auto-mercedes-benz-gla-class-1549707.html;GLA 180 MT (122 л.с.)
